Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FS","Données de la sécurité alimentaire","440","Lituanie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","122.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","440","Lituanie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","73","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","440","Lituanie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","35446.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","440","Lituanie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.74","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","440","Lituanie","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1891","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","440","Lituanie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2460","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","442","Luxembourg","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","108.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","442","Luxembourg","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","66.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","442","Luxembourg","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","115050","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","442","Luxembourg","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","1.36","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","442","Luxembourg","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1974","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","442","Luxembourg","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2577","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","807","Macédoine du Nord","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","83.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","807","Macédoine du Nord","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","36","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","807","Macédoine du Nord","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","16145.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","807","Macédoine du Nord","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.21","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","807","Macédoine du Nord","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1925","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","807","Macédoine du Nord","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2504","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","450","Madagascar","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","42.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","450","Madagascar","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","8.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","450","Madagascar","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","1592.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","450","Madagascar","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.58","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","450","Madagascar","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1688","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","450","Madagascar","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2154","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","458","Malaisie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","76.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","458","Malaisie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","43","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","458","Malaisie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","27577.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","458","Malaisie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.25","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","458","Malaisie","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1839","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","458","Malaisie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2381","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","454","Malawi","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","70","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","454","Malawi","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","13.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","454","Malawi","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","1496.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","454","Malawi","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.43","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","454","Malawi","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1699","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","454","Malawi","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2167","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","462","Maldives","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","462","Maldives","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","462","Maldives","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","18793.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","462","Maldives","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.09","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","462","Maldives","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1911","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","462","Maldives","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2482","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","466","Mali","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","80","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","466","Mali","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","17.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","466","Mali","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","2283.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","466","Mali","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-2.09","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","466","Mali","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1714","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","466","Mali","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2181","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","470","Malte","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","110.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","470","Malte","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","63","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","470","Malte","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","44602.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","470","Malte","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","1.28","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","470","Malte","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1933","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","470","Malte","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2523","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","504","Maroc","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","99.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","504","Maroc","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","27.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","504","Maroc","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","7446.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","504","Maroc","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.35","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","504","Maroc","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1835","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","504","Maroc","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2369","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","480","Maurice","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","86.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","480","Maurice","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","40","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","480","Maurice","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","22208.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","480","Maurice","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.87","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","480","Maurice","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1878","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","480","Maurice","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2440","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","478","Mauritanie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","81.4","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","478","Mauritanie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","30","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","478","Mauritanie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","5193.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","478","Mauritanie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.63","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","478","Mauritanie","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1750","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","478","Mauritanie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2241","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","484","Mexique","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","90.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","484","Mexique","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","44","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","484","Mexique","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","19928.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","484","Mexique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.65","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","484","Mexique","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1841","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","484","Mexique","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2381","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","583","Micronésie (États fédérés de)","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","583","Micronésie (États fédérés de)","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","583","Micronésie (États fédérés de)","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","3460.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","583","Micronésie (États fédérés de)","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","1.17","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","583","Micronésie (États fédérés de)","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1753","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","583","Micronésie (États fédérés de)","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2255","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","496","Mongolie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","97.4","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","496","Mongolie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","67.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","496","Mongolie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","12028.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","496","Mongolie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.83","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","496","Mongolie","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1794","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","496","Mongolie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2307","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","499","Monténégro","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","112","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","499","Monténégro","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","68","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","499","Monténégro","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","20686.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","499","Monténégro","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.04","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","499","Monténégro","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1908","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","499","Monténégro","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2480","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","508","Mozambique","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","508","Mozambique","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","508","Mozambique","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","1289.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","508","Mozambique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.82","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","508","Mozambique","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1681","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","508","Mozambique","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2139","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","104","Myanmar","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","96","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","104","Myanmar","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","45","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","104","Myanmar","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","4467.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","104","Myanmar","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-1.27","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","104","Myanmar","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1788","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","104","Myanmar","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2303","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","516","Namibie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","65","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","516","Namibie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","22.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","516","Namibie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","10087.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","516","Namibie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.69","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","516","Namibie","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1752","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","516","Namibie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2256","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","520","Nauru","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","520","Nauru","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","520","Nauru","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","13634.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","520","Nauru","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.79","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","520","Nauru","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","520","Nauru","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","524","Népal","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","74","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","524","Népal","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","12.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","524","Népal","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","3773.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","524","Népal","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.56","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","524","Népal","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1746","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","524","Népal","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2247","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","558","Nicaragua","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","64.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","558","Nicaragua","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","19.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","558","Nicaragua","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","5729.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","558","Nicaragua","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.95","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","558","Nicaragua","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1782","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","558","Nicaragua","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2292","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","562","Niger","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","83.4","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","562","Niger","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","10","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","562","Niger","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","1200.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","562","Niger","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-1.36","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","562","Niger","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","562","Niger","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","566","Nigéria","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","59.3","E","Valeur estimée",""
